pregunta;descripcionpregunta;valorpregunta;descripcionvalorpregunta
P_109;Ha buscado trabajo como:;-98;No sabe
P_109;Ha buscado trabajo como:;-88;No aplica
P_109;Ha buscado trabajo como:;1;Obrero o empleado
P_109;Ha buscado trabajo como:;2;Empleado doméstico
P_109;Ha buscado trabajo como:;3;Trabajador por cuenta propia
P_109;Ha buscado trabajo como:;4;Patrón o empleador
P_110;Ha buscado trabajo por primera vez o había trabajado antes por lo menos durante dos semanas consecutivas?;-99;No responde
P_110;Ha buscado trabajo por primera vez o había trabajado antes por lo menos durante dos semanas consecutivas?;-98;No sabe
P_110;Ha buscado trabajo por primera vez o había trabajado antes por lo menos durante dos semanas consecutivas?;-88;No aplica
P_110;Ha buscado trabajo por primera vez o había trabajado antes por lo menos durante dos semanas consecutivas?;1;Primera vez
P_110;Ha buscado trabajo por primera vez o había trabajado antes por lo menos durante dos semanas consecutivas?;2;Trabajó antes
P_111;En este último trabajo…era;-99;No responde
P_111;En este último trabajo…era;-98;No sabe
P_111;En este último trabajo…era;-88;No aplica
P_111;En este último trabajo…era;1;Obrero o empleado de empresa particular
P_111;En este último trabajo…era;2;Obrero o empleado del Gobierno
P_111;En este último trabajo…era;3;Empleada(o) doméstica(o)
P_111;En este último trabajo…era;4;Trabajador por cuenta propia
P_111;En este último trabajo…era;5;Patrón o empleador
P_111;En este último trabajo…era;6;Trabajador familiar sin remuneración
P_112;¿Cuánto recibió el mes pasado por concepto de Trabajo;-99;No responde
P_112;¿Cuánto recibió el mes pasado por concepto de Trabajo;-98;No sabe
P_112;¿Cuánto recibió el mes pasado por concepto de Trabajo;-97;Si recibió pero no sabe el monto
P_112;¿Cuánto recibió el mes pasado por concepto de Trabajo;-88;No aplica
P_112;¿Cuánto recibió el mes pasado por concepto de Trabajo;0;No recibió
P_113;¿Cuánto recibió el mes pasado por concepto de Arriendos;-99;No responde
P_113;¿Cuánto recibió el mes pasado por concepto de Arriendos;-98;No sabe
P_113;¿Cuánto recibió el mes pasado por concepto de Arriendos;-97;Si recibió pero no sabe el monto
P_113;¿Cuánto recibió el mes pasado por concepto de Arriendos;-88;No aplica
P_113;¿Cuánto recibió el mes pasado por concepto de Arriendos;0;No recibió
P_114;¿Cuánto recibió el mes pasado por concepto de Pensiones o jubilaciones;-99;No responde
P_114;¿Cuánto recibió el mes pasado por concepto de Pensiones o jubilaciones;-98;No sabe
P_114;¿Cuánto recibió el mes pasado por concepto de Pensiones o jubilaciones;-97;Si recibió pero no sabe el monto
P_114;¿Cuánto recibió el mes pasado por concepto de Pensiones o jubilaciones;-88;No aplica
P_114;¿Cuánto recibió el mes pasado por concepto de Pensiones o jubilaciones;0;No recibió
P_115;¿Cuánto recibió en promedio mensual, durante los últimos 12 meses por concepto de ayudas en dinero, intereses o dividendos u otras fuentes como auxilio o subsidio de transporte, familiar y subsidio educativo?;-99;No responde
P_115;¿Cuánto recibió en promedio mensual, durante los últimos 12 meses por concepto de ayudas en dinero, intereses o dividendos u otras fuentes como auxilio o subsidio de transporte, familiar y subsidio educativo?;-98;No sabe si recibió
P_115;¿Cuánto recibió en promedio mensual, durante los últimos 12 meses por concepto de ayudas en dinero, intereses o dividendos u otras fuentes como auxilio o subsidio de transporte, familiar y subsidio educativo?;-97;Si recibió pero no sabe el monto
P_115;¿Cuánto recibió en promedio mensual, durante los últimos 12 meses por concepto de ayudas en dinero, intereses o dividendos u otras fuentes como auxilio o subsidio de transporte, familiar y subsidio educativo?;-88;No aplica
P_115;¿Cuánto recibió en promedio mensual, durante los últimos 12 meses por concepto de ayudas en dinero, intereses o dividendos u otras fuentes como auxilio o subsidio de transporte, familiar y subsidio educativo?;0;No recibió
P_116;¿Ha trabajado alguna vez por los menos durante dos semanas consecutivas?;-99;No responde
P_116;¿Ha trabajado alguna vez por los menos durante dos semanas consecutivas?;-98;No sabe
P_116;¿Ha trabajado alguna vez por los menos durante dos semanas consecutivas?;-88;No aplica
P_116;¿Ha trabajado alguna vez por los menos durante dos semanas consecutivas?;1;Sí
P_116;¿Ha trabajado alguna vez por los menos durante dos semanas consecutivas?;2;No
P_117;¿Cuánto hace que trabajó por última vez?;-99;No responde
P_117;¿Cuánto hace que trabajó por última vez?;-98;No sabe
P_117;¿Cuánto hace que trabajó por última vez?;-88;No aplica
P_117;¿Cuánto hace que trabajó por última vez?;1;Menos de un año
P_117;¿Cuánto hace que trabajó por última vez?;2;Entre 1 y menos de 2 años
P_117;¿Cuánto hace que trabajó por última vez?;3;Entre 2 y menos de 5 años
P_117;¿Cuánto hace que trabajó por última vez?;4;5 años y más
P_118;¿Después de su último trabajo, ¿ha hecho alguna diligencia para conseguir otro trabajo o instalar un negocio?;-99;No responde
P_118;¿Después de su último trabajo, ¿ha hecho alguna diligencia para conseguir otro trabajo o instalar un negocio?;-98;No sabe
P_118;¿Después de su último trabajo, ¿ha hecho alguna diligencia para conseguir otro trabajo o instalar un negocio?;-88;No aplica
P_118;¿Después de su último trabajo, ¿ha hecho alguna diligencia para conseguir otro trabajo o instalar un negocio?;1;Sí
P_118;¿Después de su último trabajo, ¿ha hecho alguna diligencia para conseguir otro trabajo o instalar un negocio?;2;No
P_119;¿….Ha buscado trabajo alguna vez?;-99;No responde
P_119;¿….Ha buscado trabajo alguna vez?;-98;No sabe
P_119;¿….Ha buscado trabajo alguna vez?;-88;No aplica
P_119;¿….Ha buscado trabajo alguna vez?;1;Sí
P_119;¿….Ha buscado trabajo alguna vez?;2;No
P_120;¿Cuánto hace que buscó trabajo por última vez?;-99;No responde
P_120;¿Cuánto hace que buscó trabajo por última vez?;-98;No sabe
P_120;¿Cuánto hace que buscó trabajo por última vez?;-88;No aplica
P_120;¿Cuánto hace que buscó trabajo por última vez?;1;Menos de un año
P_120;¿Cuánto hace que buscó trabajo por última vez?;2;Entre 1 y menos de 2 años
P_120;¿Cuánto hace que buscó trabajo por última vez?;3;Entre 2 y menos de 5 años
P_120;¿Cuánto hace que buscó trabajo por última vez?;4;5 años y más
P_121;¿Cuánto recibió el mes pasado por concepto de Trabajo?;-99;No responde
P_121;¿Cuánto recibió el mes pasado por concepto de Trabajo?;-98;No sabe
P_121;¿Cuánto recibió el mes pasado por concepto de Trabajo?;-97;Si recibió pero no sabe el monto
P_121;¿Cuánto recibió el mes pasado por concepto de Trabajo?;-88;No aplica
P_121;¿Cuánto recibió el mes pasado por concepto de Trabajo?;0;No recibió
P_122;¿Cuánto recibió el mes pasado por concepto de Arriendos?;-99;No responde
P_122;¿Cuánto recibió el mes pasado por concepto de Arriendos?;-98;No sabe
P_122;¿Cuánto recibió el mes pasado por concepto de Arriendos?;-97;Si recibió pero no sabe el monto
P_122;¿Cuánto recibió el mes pasado por concepto de Arriendos?;-88;No aplica
P_122;¿Cuánto recibió el mes pasado por concepto de Arriendos?;0;No recibió
P_123;¿Cuánto recibió el mes pasado por concepto de Pensiones o jubilaciones?;-99;No responde
P_123;¿Cuánto recibió el mes pasado por concepto de Pensiones o jubilaciones?;-98;No sabe
P_123;¿Cuánto recibió el mes pasado por concepto de Pensiones o jubilaciones?;-97;Si recibió pero no sabe el monto
P_123;¿Cuánto recibió el mes pasado por concepto de Pensiones o jubilaciones?;-88;No aplica
P_123;¿Cuánto recibió el mes pasado por concepto de Pensiones o jubilaciones?;0;No recibió
P_124;¿Cuánto recibió en promedio, durante los últimos 12 meses por concepto de ayudas en dinero, intereses o dividendos u otras fuentes como auxilio o subsidio de transporte, subsidio familiar y subsidio educativo?;-99;No responde
P_124;¿Cuánto recibió en promedio, durante los últimos 12 meses por concepto de ayudas en dinero, intereses o dividendos u otras fuentes como auxilio o subsidio de transporte, subsidio familiar y subsidio educativo?;-98;No sabe
P_124;¿Cuánto recibió en promedio, durante los últimos 12 meses por concepto de ayudas en dinero, intereses o dividendos u otras fuentes como auxilio o subsidio de transporte, subsidio familiar y subsidio educativo?;-97;Si recibió pero no sabe el monto
P_124;¿Cuánto recibió en promedio, durante los últimos 12 meses por concepto de ayudas en dinero, intereses o dividendos u otras fuentes como auxilio o subsidio de transporte, subsidio familiar y subsidio educativo?;-88;No aplica
P_124;¿Cuánto recibió en promedio, durante los últimos 12 meses por concepto de ayudas en dinero, intereses o dividendos u otras fuentes como auxilio o subsidio de transporte, subsidio familiar y subsidio educativo?;0;No recibió
P_125;¿Cuánto en total recibió durante los últimos 12 meses por concepto de Giros de personas del Exterior?;-99;No responde
P_125;¿Cuánto en total recibió durante los últimos 12 meses por concepto de Giros de personas del Exterior?;-98;No sabe
P_125;¿Cuánto en total recibió durante los últimos 12 meses por concepto de Giros de personas del Exterior?;-97;Si recibió pero no sabe el monto
P_125;¿Cuánto en total recibió durante los últimos 12 meses por concepto de Giros de personas del Exterior?;-88;No aplica
P_125;¿Cuánto en total recibió durante los últimos 12 meses por concepto de Giros de personas del Exterior?;0;No recibió
P_126;¿Cuánto EN TOTAL recibió durante los últimos 12 meses por concepto de Intereses o dividendos?;-99;No responde
P_126;¿Cuánto EN TOTAL recibió durante los últimos 12 meses por concepto de Intereses o dividendos?;-98;No sabe
P_126;¿Cuánto EN TOTAL recibió durante los últimos 12 meses por concepto de Intereses o dividendos?;-97;Si recibió pero no sabe el monto
P_126;¿Cuánto EN TOTAL recibió durante los últimos 12 meses por concepto de Intereses o dividendos?;-88;No aplica
P_126;¿Cuánto EN TOTAL recibió durante los últimos 12 meses por concepto de Intereses o dividendos?;0;No recibió
P_127;Las personas de este hogar están inscritas en programas lúdico;1;Si
P_127;Las personas de este hogar están inscritas en programas lúdico;2;No
P_128;Las personas de este hogar están inscritas en programas recreativos;1;Si
P_128;Las personas de este hogar están inscritas en programas recreativos;2;No
P_129;¿Las personas de este hogar están inscritas en programas deportivos?;1;Si
P_129;¿Las personas de este hogar están inscritas en programas deportivos?;2;No
P_130;¿Practica actividades lúdicas?;-88;No aplica
P_130;¿Practica actividades lúdicas?;1;Si
P_130;¿Practica actividades lúdicas?;2;No
P_131;Frecuencia;-88;No aplica
P_131;Frecuencia;1;Diaria
P_131;Frecuencia;2;Semanal
P_131;Frecuencia;3;Mensual
P_131;Frecuencia;4;Esporádica
P_132;¿Practica actividades recreativas?;-99;No responde
P_132;¿Practica actividades recreativas?;-98;No sabe
P_132;¿Practica actividades recreativas?;-88;No aplica
P_132;¿Practica actividades recreativas?;1;Si
P_132;¿Practica actividades recreativas?;2;No
P_133;Frecuencia;-88;No aplica
P_133;Frecuencia;1;Diaria
P_133;Frecuencia;2;Semanal
P_133;Frecuencia;3;Mensual
P_133;Frecuencia;4;Esporádica
P_134;¿Practica actividades deportivas?;-99;No responde
P_134;¿Practica actividades deportivas?;-98;No sabe
P_134;¿Practica actividades deportivas?;-88;No aplica
P_134;¿Practica actividades deportivas?;1;Si
P_134;¿Practica actividades deportivas?;2;No
P_135;Frecuencia;-88;No aplica
P_135;Frecuencia;1;Diaria
P_135;Frecuencia;2;Semanal
P_135;Frecuencia;3;Mensual
P_135;Frecuencia;4;Esporádica
P_136;¿Participa o asiste a eventos de Música?;-99;No responde
P_136;¿Participa o asiste a eventos de Música?;-98;No sabe
P_136;¿Participa o asiste a eventos de Música?;1;Si
P_136;¿Participa o asiste a eventos de Música?;2;No
P_137;Frecuencia;-88;No aplica
P_137;Frecuencia;1;Diaria
P_137;Frecuencia;2;Semanal
P_137;Frecuencia;3;Mensual
P_137;Frecuencia;4;Esporádica
P_138;¿Participa o asiste a eventos de Danza?;-99;No responde
P_138;¿Participa o asiste a eventos de Danza?;-98;No sabe
P_138;¿Participa o asiste a eventos de Danza?;1;Si
P_138;¿Participa o asiste a eventos de Danza?;2;No
P_139;Frecuencia;-88;No aplica
P_139;Frecuencia;1;Diaria
P_139;Frecuencia;2;Semanal
P_139;Frecuencia;3;Mensual
P_139;Frecuencia;4;Esporádica
P_140;¿Participa o asiste a eventos de Teatro?;-99;No responde
P_140;¿Participa o asiste a eventos de Teatro?;-98;No sabe
P_140;¿Participa o asiste a eventos de Teatro?;1;Si
P_140;¿Participa o asiste a eventos de Teatro?;2;No
P_141;Frecuencia;-88;No aplica
P_141;Frecuencia;1;Diaria
P_141;Frecuencia;2;Semanal
P_141;Frecuencia;3;Mensual
P_141;Frecuencia;4;Esporádica
P_142;¿Participa o asiste a eventos de Pintura?;-99;No responde
P_142;¿Participa o asiste a eventos de Pintura?;-98;No sabe
P_142;¿Participa o asiste a eventos de Pintura?;1;Si
P_142;¿Participa o asiste a eventos de Pintura?;2;No
P_143;Frecuencia;-88;No aplica
P_143;Frecuencia;1;Diaria
P_143;Frecuencia;2;Semanal
P_143;Frecuencia;3;Mensual
P_143;Frecuencia;4;Esporádica
P_144;¿Participa o asiste a eventos de  Otros: Plásticas, trovas, etc?;1;Si
P_144;¿Participa o asiste a eventos de  Otros: Plásticas, trovas, etc?;2;No
P_145;Frecuencia;-88;No aplica
P_145;Frecuencia;1;Diaria
P_145;Frecuencia;2;Semanal
P_145;Frecuencia;3;Mensual
P_145;Frecuencia;4;Esporádica
P_146;Tipo de Vivienda;1;Rancho o vivienda de desechos
P_146;Tipo de Vivienda;2;Cuarto(s)
P_146;Tipo de Vivienda;3;Cuartos en inquilinato
P_146;Tipo de Vivienda;4;Apartamento
P_146;Tipo de Vivienda;5;Casa
P_147;¿Cuál es el material predominante de las paredes exteriores?;1;Materiales de desechos y otros (zinc, tela, lona, cartón, latas,desechos, plástico, etc)
P_147;¿Cuál es el material predominante de las paredes exteriores?;2;Madera burda
P_147;¿Cuál es el material predominante de las paredes exteriores?;3;Bahareque sin revocar, guadua o caña, esterilla, otro vegetal
P_147;¿Cuál es el material predominante de las paredes exteriores?;4;Bahareque revocado
P_147;¿Cuál es el material predominante de las paredes exteriores?;5;Tapia pisada
P_147;¿Cuál es el material predominante de las paredes exteriores?;6;Material prefabricado, Dry wall
P_147;¿Cuál es el material predominante de las paredes exteriores?;7;Ladrillo - bloque - adobe sin ranurar, sin revocar o sin revitar
P_147;¿Cuál es el material predominante de las paredes exteriores?;8;Bloque  ranurado o revitado
P_147;¿Cuál es el material predominante de las paredes exteriores?;9;Ladrillo ranurado o revitado
P_147;¿Cuál es el material predominante de las paredes exteriores?;10;Ladrillo - bloque - adobe revocado o pintado
P_147;¿Cuál es el material predominante de las paredes exteriores?;11;Ladrillo - bloque forrado en piedra o madera
P_148;¿Cuál es el material predominante de los pisos?;1;Tierra o arena
P_148;¿Cuál es el material predominante de los pisos?;2;Madera burda, tabla o tablón u otro vegetal
P_148;¿Cuál es el material predominante de los pisos?;3;Cemento o gravilla
P_148;¿Cuál es el material predominante de los pisos?;4;Baldosa, vinilo, tableta o ladrillo
P_148;¿Cuál es el material predominante de los pisos?;5;Mármol
P_148;¿Cuál es el material predominante de los pisos?;6;Madera pulida y lacada, parqué, cristal
P_148;¿Cuál es el material predominante de los pisos?;7;Alfombra o tapete de pared a pared.
P_149;¿De dónde obtiene principalmente esta vivienda el agua para consumo humano?;1;Entidad prestadora de servicios públicos domiciliarios
P_149;¿De dónde obtiene principalmente esta vivienda el agua para consumo humano?;2;Acueducto veredal o comunal
P_149;¿De dónde obtiene principalmente esta vivienda el agua para consumo humano?;3;Pozo con bomba
P_149;¿De dónde obtiene principalmente esta vivienda el agua para consumo humano?;4;Pozo sin bomba, aljibe, jaguey o barreno
P_149;¿De dónde obtiene principalmente esta vivienda el agua para consumo humano?;5;Agua lluvia
P_149;¿De dónde obtiene principalmente esta vivienda el agua para consumo humano?;6;Río, quebrada o manantial, nacimiento
P_149;¿De dónde obtiene principalmente esta vivienda el agua para consumo humano?;7;Pila pública
P_149;¿De dónde obtiene principalmente esta vivienda el agua para consumo humano?;8;Carro tanque
P_149;¿De dónde obtiene principalmente esta vivienda el agua para consumo humano?;9;Aguatero
P_149;¿De dónde obtiene principalmente esta vivienda el agua para consumo humano?;10;Agua embotellada o en bolsa
P_150;Cuántos cuartos tiene esta vivienda?:  N° cuartos sala de la vivienda;NULL;NULL
P_151;Cuántos cuartos tiene esta vivienda?:  N° comedores de la vivienda;NULL;NULL
P_152;Cuántos cuartos tiene esta vivienda?:  N° cuartos sala comedor de la vivienda;NULL;NULL
P_153;Cuántos cuartos tiene esta vivienda?:  N° cocinas de la vivienda;NULL;NULL
P_154;Cuántos cuartos tiene esta vivienda?:  N° garajes de la vivienda;NULL;NULL
P_155;Cuántos cuartos tiene esta vivienda?:  N° cuartos exclusivos para dormir de la vivienda;NULL;NULL
P_156;Cuántos cuartos tiene esta vivienda?:  N° cuartos exclusivos para dormir y otros usos de la vivienda;NULL;NULL
P_157;Cuántos cuartos tiene esta vivienda?:  N° total de cuartos de la vivienda;NULL;NULL
P_158;La unidad de vivienda cuenta con servicios públicos de Energía;1;Si
P_158;La unidad de vivienda cuenta con servicios públicos de Energía;2;No
P_159;La unidad de vivienda cuenta con servicios públicos de Calidad de la Energía;-88;No aplica
P_159;La unidad de vivienda cuenta con servicios públicos de Calidad de la Energía;1;Bueno
P_159;La unidad de vivienda cuenta con servicios públicos de Calidad de la Energía;2;Regular
P_159;La unidad de vivienda cuenta con servicios públicos de Calidad de la Energía;3;Malo
P_160;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Energía;-88;No aplica
P_160;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Energía;1;Si
P_160;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Energía;2;No
P_161;La unidad de vivienda cuenta con servicios públicos de Estado Desconectado Energía;-88;No aplica
P_161;La unidad de vivienda cuenta con servicios públicos de Estado Desconectado Energía;1;Si
P_161;La unidad de vivienda cuenta con servicios públicos de Estado Desconectado Energía;2;No
P_162;La unidad de vivienda cuenta con servicios públicos de Acueducto;1;Si
P_162;La unidad de vivienda cuenta con servicios públicos de Acueducto;2;No
P_163;La unidad de vivienda cuenta con servicios públicos de Calidad de la Acueducto;-88;No aplica
P_163;La unidad de vivienda cuenta con servicios públicos de Calidad de la Acueducto;1;Bueno
P_163;La unidad de vivienda cuenta con servicios públicos de Calidad de la Acueducto;2;Regular
P_163;La unidad de vivienda cuenta con servicios públicos de Calidad de la Acueducto;3;Malo
P_164;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Acueducto;-88;No aplica
P_164;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Acueducto;1;Si
P_164;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Acueducto;2;No
P_165;La unidad de vivienda cuenta con servicios públicos de Alcantarillado;1;Si
P_165;La unidad de vivienda cuenta con servicios públicos de Alcantarillado;2;No
P_166;La unidad de vivienda cuenta con servicios públicos de Calidad de la Alcantarillado;-88;No aplica
P_166;La unidad de vivienda cuenta con servicios públicos de Calidad de la Alcantarillado;1;Bueno
P_166;La unidad de vivienda cuenta con servicios públicos de Calidad de la Alcantarillado;2;Regular
P_166;La unidad de vivienda cuenta con servicios públicos de Calidad de la Alcantarillado;3;Malo
P_167;La unidad de vivienda cuenta con servicios públicos de Telefono (línea fija);1;Si
P_167;La unidad de vivienda cuenta con servicios públicos de Telefono (línea fija);2;No
P_168;La unidad de vivienda cuenta con servicios públicos de Calidad del Telefono (línea fija);-88;No aplica
P_168;La unidad de vivienda cuenta con servicios públicos de Calidad del Telefono (línea fija);1;Bueno
P_168;La unidad de vivienda cuenta con servicios públicos de Calidad del Telefono (línea fija);2;Regular
P_168;La unidad de vivienda cuenta con servicios públicos de Calidad del Telefono (línea fija);3;Malo
P_169;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Telefono (línea fija);-88;No aplica
P_169;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Telefono (línea fija);1;Si
P_169;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Telefono (línea fija);2;No
P_170;La unidad de vivienda cuenta con servicios públicos de Estado Desconectado Telefono (línea fija);-88;No aplica
P_170;La unidad de vivienda cuenta con servicios públicos de Estado Desconectado Telefono (línea fija);1;Si
P_170;La unidad de vivienda cuenta con servicios públicos de Estado Desconectado Telefono (línea fija);2;No
P_171;La unidad de vivienda cuenta con servicios públicos de Gas Natural;1;Si
P_171;La unidad de vivienda cuenta con servicios públicos de Gas Natural;2;No
P_172;La unidad de vivienda cuenta con servicios públicos de Calidad Gas Natural;-88;No aplica
P_172;La unidad de vivienda cuenta con servicios públicos de Calidad Gas Natural;1;Bueno
P_172;La unidad de vivienda cuenta con servicios públicos de Calidad Gas Natural;2;Regular
P_172;La unidad de vivienda cuenta con servicios públicos de Calidad Gas Natural;3;Malo
P_173;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Gas Natural;-88;No aplica
P_173;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Gas Natural;1;Si
P_173;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Gas Natural;2;No
P_174;La unidad de vivienda cuenta con servicios públicos de Aseo (recolección);1;Si
P_174;La unidad de vivienda cuenta con servicios públicos de Aseo (recolección);2;No
P_175;La unidad de vivienda cuenta con servicios públicos de Calidad Aseo (recolección);-88;No aplica
P_175;La unidad de vivienda cuenta con servicios públicos de Calidad Aseo (recolección);1;Bueno
P_175;La unidad de vivienda cuenta con servicios públicos de Calidad Aseo (recolección);2;Regular
P_175;La unidad de vivienda cuenta con servicios públicos de Calidad Aseo (recolección);3;Malo
P_176;La unidad de vivienda cuenta con servicios públicos de Gas en pipeta;1;Si
P_176;La unidad de vivienda cuenta con servicios públicos de Gas en pipeta;2;No
P_177;La unidad de vivienda cuenta con servicios públicos de Calidad Gas en pipeta;-88;No aplica
P_177;La unidad de vivienda cuenta con servicios públicos de Calidad Gas en pipeta;1;Bueno
P_177;La unidad de vivienda cuenta con servicios públicos de Calidad Gas en pipeta;2;Regular
P_177;La unidad de vivienda cuenta con servicios públicos de Calidad Gas en pipeta;3;Malo
P_178;La unidad de vivienda cuenta con servicios públicos de Conexión a Internet;1;Si
P_178;La unidad de vivienda cuenta con servicios públicos de Conexión a Internet;2;No
P_179;La unidad de vivienda cuenta con servicios públicos de Calidad en la Conexión a Internet;-88;No aplica
P_179;La unidad de vivienda cuenta con servicios públicos de Calidad en la Conexión a Internet;1;Bueno
P_179;La unidad de vivienda cuenta con servicios públicos de Calidad en la Conexión a Internet;2;Regular
P_179;La unidad de vivienda cuenta con servicios públicos de Calidad en la Conexión a Internet;3;Malo
P_180;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Internet;-88;No aplica
P_180;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Internet;1;Si
P_180;La unidad de vivienda cuenta con servicios públicos de Estado Suspendido Internet;2;No
P_181;La unidad de vivienda cuenta con servicios públicos de Estado Desconectado Internet;-88;No aplica
P_181;La unidad de vivienda cuenta con servicios públicos de Estado Desconectado Internet;1;Si
P_181;La unidad de vivienda cuenta con servicios públicos de Estado Desconectado Internet;2;No
P_182;Esta vivienda, en el último año, se ha visto afectada por?;-99;No responde
P_182;Esta vivienda, en el último año, se ha visto afectada por?;-98;No sabe
P_182;Esta vivienda, en el último año, se ha visto afectada por?;1;Ninguno
P_182;Esta vivienda, en el último año, se ha visto afectada por?;2;Inundaciones
P_182;Esta vivienda, en el último año, se ha visto afectada por?;3;Avalancha
P_182;Esta vivienda, en el último año, se ha visto afectada por?;4;Deslizamiento
P_182;Esta vivienda, en el último año, se ha visto afectada por?;5;Hundimiento de terreno
P_182;Esta vivienda, en el último año, se ha visto afectada por?;6;Falla geológica
P_182;Esta vivienda, en el último año, se ha visto afectada por?;7;Incendios
P_183;¿Cómo eliminan principalmente la basura en esta unidad de vivienda?;1;La recoge un servicio informal (zorra, carreta, etc.)
P_183;¿Cómo eliminan principalmente la basura en esta unidad de vivienda?;2;La tiran al patio, lote, zanja, baldío o vía pública
P_183;¿Cómo eliminan principalmente la basura en esta unidad de vivienda?;3;La tiran al río, caño quebrada o laguna
P_183;¿Cómo eliminan principalmente la basura en esta unidad de vivienda?;4;La entierran
P_183;¿Cómo eliminan principalmente la basura en esta unidad de vivienda?;5;La queman
P_183;¿Cómo eliminan principalmente la basura en esta unidad de vivienda?;6;La llevan a contenedor, basurero público
P_183;¿Cómo eliminan principalmente la basura en esta unidad de vivienda?;7;La comercializan
P_183;¿Cómo eliminan principalmente la basura en esta unidad de vivienda?;8;La reutilizan
P_183;¿Cómo eliminan principalmente la basura en esta unidad de vivienda?;9;La entregan a un reciclador
P_183;¿Cómo eliminan principalmente la basura en esta unidad de vivienda?;10;La recogen los servicios de aseo
P_184;Con qué tipo de servicio sanitario cuenta el hogar?;1;No tiene servicio sanitario
P_184;Con qué tipo de servicio sanitario cuenta el hogar?;2;Bajamar
P_184;Con qué tipo de servicio sanitario cuenta el hogar?;3;Letrina
P_184;Con qué tipo de servicio sanitario cuenta el hogar?;4;Inodoro sin conexión a alcantarillado o pozo séptico
P_184;Con qué tipo de servicio sanitario cuenta el hogar?;5;Inodoro conectado a pozo séptico
P_184;Con qué tipo de servicio sanitario cuenta el hogar?;6;Inodoro conectado a alcantarillado
P_185;Número de servicios sanitarios de uso exclusivo del hogar;-88;No aplica
P_186;Número de servicios sanitarios compartidos con personas de otro hogar;-88;No aplica
P_187;Incluyendo Sala-comedor ¿De cuántos cuartos en total disponde este HOGAR para uso exclusivo?;NULL;NULL
P_188;¿En cuántos, de los cuartos que son exclusivos para dormir, duermen las personas de este hogar?;NULL;NULL
P_189;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Nevera o enfriador;NULL;NULL
P_190;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Lavadora de ropa;NULL;NULL
P_191;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? TV a blanco negro;NULL;NULL
P_192;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? TV a color;NULL;NULL
P_193;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Calentador de agua o ducha eléctrica;NULL;NULL
P_194;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Calentador de agua a gas;NULL;NULL
P_195;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Estufa eléctrica;NULL;NULL
P_196;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Estufa a gas;NULL;NULL
P_197;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Estufa mixta;NULL;NULL
P_198;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Parrilla a gas;NULL;NULL
P_199;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Parrilla eléctrica;NULL;NULL
P_200;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Horno microondas;NULL;NULL
P_201;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Horno eléctrico;NULL;NULL
P_202;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Horno a gas;NULL;NULL
P_203;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Equipo de sonido;NULL;NULL
P_204;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? DVD;NULL;NULL
P_205;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Computador de escritorio o portatil para uso del HOGAR;NULL;NULL
P_206;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Servicio de TV por suscripción;NULL;NULL
P_207;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Celular;NULL;NULL
P_208;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Aspiradora y/o brilladora;NULL;NULL
P_209;¿Cuántos de los siguientes servicios o bienes, en funcionamiento, posee este hogar? Aire acondicionado;NULL;NULL
